Location,Bees,Birds,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
SN72,22.6,80.2457,274.7,30.3,76.3,77.5,17.4,8.3,292.4,5.7,393.3
SN73,23.1,77.8225,223.8,31.3,79.7,71.5,18.1,8.7,293.4,5.4,359.4
SN74,13.2,82.9917,297.3,29.7,75.4,66.7,15.5,7.5,299.1,5.2,336.3
SN75,7.6,81.4267,301.8,30,67.3,64.4,11,5.1,315.2,5.2,329.9
SN76,8.2,82.9734,303,31.2,75.2,67.7,16.6,9.4,318.7,5.6,329.8
SN77,7.9,82.6835,311.3,31.5,75.7,66.8,15.5,9,322.1,5.3,341.5
SN78,7,81.8793,314.3,30.2,67.4,62.6,11.3,4.9,318.6,5.1,325.3
SN79,6.1,83.0137,324.6,30.9,70,65.9,15.8,7,314.3,5.2,340.3
SN80,36.6,76.8749,280.8,31,73.4,78.4,14,5.7,288,8.2,441.4
SN81,31.7,81.9701,289,30.6,69.6,79,13,6.5,277.1,5.5,372.3
SN82,29.7,82.5143,290.1,29.8,70.4,76.3,13.4,7.1,293.4,5.2,351.8
SN83,15.9,82.7947,287,29.7,71.4,69.9,12.3,7.3,296.1,5,353.4
SN84,15.7,82.2702,291.1,29.5,74.6,69.5,15.8,7.3,300.1,5.2,354.3
SN85,7.6,81.052,300.7,30.1,68.1,63,10,5.2,308,5.1,329.1
SN86,7.6,81.1957,306.5,30.5,68.2,62.4,10.6,4.7,315.3,5.2,329.3
SN87,7.3,80.1231,309.7,30.3,64.6,61.2,10.3,4.3,315.4,5.1,320
SN88,6.7,79.6731,307.6,29.6,62.8,56.1,10.1,4.3,302,5,318.6
SN89,6.3,81.4147,313.4,29.8,62.9,56.6,10.8,4.3,305.9,5.1,327.4
SN90,35.3,81.5829,283,31.5,72.9,82,14,6.3,287.6,6.8,426.6
SN91,27.4,82.366,289,30.1,68.5,76.5,12,6.5,278.4,5.4,369.9
SN92,30.5,84.3225,279.6,30,80.6,78.1,12.7,7.6,296.4,5,372
SN93,17.9,83.0366,277.9,29.9,70.5,69.4,10.9,7.2,283.6,4.7,354.4
SN94,16.5,82.974,295.3,29.6,76.7,72.7,12.9,7.5,298.9,5,342.7
SN95,13.4,82.4752,287.3,29.7,77,66.9,14.4,7.9,307.5,5.2,341.8
SN96,8.1,84.2932,303.3,30.4,76.7,67,14.4,6.7,322.2,5.3,331
SN97,6.6,83.3872,301.9,30.7,72.1,62.1,13.4,5.2,308.8,5.1,328.4
SN98,6.1,83.8467,255,31.7,80.4,67.1,15.8,10.7,321.6,5.2,331.8
SN99,6.3,83.0507,284.1,30.7,72.2,59.9,11,8,306.2,5,309.4
SO00,29.1,81.5215,285,31.4,69.4,78.9,12.4,6.3,293.9,8.6,436
SO01,30.6,83.8311,288.8,30.4,72.3,78.6,13,6.5,274.7,5.4,375.6
SO02,25.6,87.5448,284,32.4,86.7,79.2,13.4,8.6,305.4,7.6,374.4
SO03,17.7,83.7155,255.8,30.2,80.4,71.7,12.4,7.9,294.3,4.8,370.3
SO04,15,83.7986,286.5,31,84.8,69.8,12.5,7.7,305.3,5.7,347.9
SO05,12.5,84.3878,265.8,31.4,84.2,64.8,13,9.9,314.4,6.1,372.4
SO06,12.2,83.6262,264,29.8,80.7,58.4,12,7.6,306.5,4.9,337.8
SO07,7,82.7361,296.7,30.5,65.3,57.2,11.5,7.5,297.1,4.3,318.6
SO08,6.7,83.1307,275.7,30.2,72.9,59.9,11.9,8.1,314.6,4.6,318.3
SO09,6.5,84.2616,260.7,30.8,67.1,56.8,12.9,8.9,315.1,4.9,350
SO10,24.9,82.8263,285.2,32.9,79.9,72.6,13.7,7.2,326.5,11.3,400.3
SO11,29.4,87.7591,286.4,32.4,86.6,83.6,14.5,8.8,317.4,9.7,418.5
SO12,22.2,88.7367,265.8,34.2,89.2,70,11.6,8.9,334,8.1,414.6
SO13,20.5,89.1489,248.7,35.5,88.9,66.5,11.7,9.6,329.8,7.5,391.6
SO14,15.1,87.9406,271.7,33.3,86.2,65.2,12.8,10.8,320.6,7.2,364.7
SO15,9.2,82.7258,292.3,30,72.8,64.7,12.1,5.7,299.1,4.8,324.9
SO16,8.8,82.5732,272.3,30,73.8,54.2,12.2,5.7,307.4,4.7,325.2
SO17,9.4,82.6417,286.7,29.6,70.5,57.1,12.5,5.3,307,4.4,319
SO18,6.7,82.6644,263.2,30.4,66,54.8,11,7.5,296,4.7,332.7
SO19,7.6,87.5585,261.9,30.9,54.6,55.8,8.8,10.2,305.2,8,367.3
SO20,26.7,83.6743,285.7,34.3,78.2,73.6,13.4,8.2,333.3,11,413.4
SO21,23,86.509,283.1,35.1,93,94.2,13.1,13.9,350,9.2,428.3
SO22,21.9,85.6244,288,31.2,78,81.2,13.1,7.8,284.5,7.5,384.3
SO23,18.9,84.49,288.4,31.1,77.2,76.1,12.1,7.5,275.5,5.9,363.3
SO24,8.2,85.1919,248,35.1,88.5,64.5,12.9,11,327.3,7.6,347.9
SO25,12,85.3204,264.1,33.2,86,64.7,13.2,11.5,324.4,7.2,358.2
SO26,14.1,83.1459,261.7,32.6,77.1,63.2,12.7,11,318.4,6,338.2
SO27,10.6,83.5679,260.4,31.9,74,63.9,11.5,10.9,322.6,6.3,337.6
SO28,7.8,84.2882,264.4,30.1,70.7,60.5,10.8,10,320.8,5.5,353.4
SO29,7.3,87.807,267.5,31.7,58.4,59.2,9.3,10.2,306.7,8.7,392.3
SO30,25.8,83.227,213.7,35.2,81.9,85.8,14.6,13.7,342.7,9.5,394.9
SO31,11,81.4745,196.7,35.3,67.7,70.4,13.2,9.5,335,9,364.9
SO32,13.3,81.9827,237.5,35.4,78.2,80,12.7,14.1,337.7,9.1,354.6
SO33,11.1,80.1471,192.7,33.6,70.4,71.5,12.4,10.6,321.5,7.5,346.2
SO34,10.7,81.6143,176.7,33.1,74.3,72.3,13.2,11.8,329.9,7.6,373.2
SO35,10.4,82.1007,181.6,32.3,70.8,67.5,11.2,11.5,316.4,7.5,390
SO36,15.4,84.1995,242.3,33.9,77.1,77.5,13.4,11.1,321,8.5,355.9
SO37,12.6,85.5217,254.1,31.8,82.6,70.5,10.7,11.9,321.7,9.4,372
SO38,12.3,84.9065,214.4,32.6,70.1,66.3,9.8,11.1,311,9.2,381.9
SO39,8.8,85.1532,271.5,31.2,57.8,57.2,8.8,9,312.1,7.8,381.1
SO40,22.9,81.5598,202.2,35.5,72.9,79,12.4,13.6,341.5,9.5,357.3
SO41,16.5,78.8843,193.4,34.8,65.9,77.5,12.1,10.4,328.5,7.8,345.9
SO42,15.3,78.9987,184.9,34,72,74.5,11.4,10.1,327.3,7.4,367.9
SO43,14.9,78.9749,174.2,34.1,74.3,76.8,11.8,11,329.2,7,383.9
SO44,14.9,79.2392,174.9,33.7,76.6,76.8,11.5,10.9,322.4,7.2,395.7
SO45,15.3,79.7077,188.4,33.5,77.5,81.2,11.8,10.9,319.1,7.2,389.8
SO46,13.2,83.2593,202,32.9,74.2,86.7,11.8,11.5,328.1,8.4,379.8
SO47,17.4,85.3253,189,33.4,76.4,92.5,12.1,10.7,328.6,9.3,404.4
SO48,8.7,85.2863,217.3,32.4,64.6,58.3,12.6,10.1,312.5,9.1,389.4
SO49,7.9,85.6794,266,30.9,56.8,61.9,8.9,9.5,308.5,9.3,366.9
SO50,23.9,83.6842,232.5,36.7,99.8,95.6,15.6,14.1,343,10.4,410.6
SO51,25.1,83.4992,233.9,35.9,101,96.8,17.1,14.8,346.7,9.9,411.3
SO52,15.3,78.2304,170.6,34.2,79.5,79.7,11.4,10.7,329.4,7.3,386.2
SO53,22.5,79.7647,180.5,34.1,88.4,86.5,13.6,12.9,336.4,8.2,418.8
SO54,14.9,78.4041,171.2,34.7,88.8,82.8,14.3,11.9,324.6,7.9,414.4
SO55,15.7,79.9959,201.9,33.9,82.5,85.5,12,11.6,323.7,7.8,384.1
SO56,14.4,83.1029,206.9,33.7,79.7,84,10.3,11.9,325.7,8.8,390.3
SO57,14.4,84.8804,234.8,33.7,70.2,88.4,9.6,10,331.2,9.1,393.9
SO58,15.2,83.2009,247.8,32.6,62.7,48.3,11.6,8.3,290.8,8.8,398.9
SO59,8.6,84.3205,221.3,33.2,63.4,54.4,12.4,8.3,311.6,9.1,405.6
SO60,22.8,85.3305,228.8,37.7,98.6,98.8,19.1,13.9,358,11.2,408.5
SO61,23.3,84.6366,239.8,35.4,100.9,93.7,17.1,13.8,350.3,10.1,448.1
SO62,21.8,80.5357,173.2,35.3,91,91.2,13.4,15.7,349.6,9.2,414.1
SO63,13.6,79.0893,168.6,33.9,82.8,79,11.4,11.6,321.1,7.5,414.7
SO64,15.8,78.7493,170.4,34.6,82.2,81.9,12.7,11.5,318.5,7.4,432.4
SO65,16.1,80.2708,212.9,33.6,79.2,79.8,11,11.5,318.7,7.9,394.5
SO66,19.1,82.1896,197.5,34.5,77.4,83.1,12.5,11.1,324.5,8.9,403.2
SO67,20.8,84.2451,230,33.4,70.5,90.1,10.6,9.9,345.7,8.7,402.9
SO68,6.9,83.4849,206.2,32.6,61,53.5,12.7,7.3,307.8,8.2,407.3
SO69,13.7,85.0243,180.2,33.3,67.5,54.4,12.3,11.3,315.9,9.2,430.1
SO70,23.6,82.8645,181.5,41,103.6,82.1,16.9,13.5,365.9,11.9,403.3
SO71,20.1,85.4203,178.7,37.7,107.9,82.4,18.1,12.7,355.7,10.3,416.1
SO72,15.7,83.8145,172.6,36.4,93.8,77.3,16.3,11.2,356.7,9.2,432.2
SO73,34.4,85.7981,177.2,35.6,98.9,88.9,17.2,13.7,356.3,9.2,443.2
SO74,34.3,86.4434,198,35.9,98.8,91,16.8,13.7,356.1,9.3,443.7
SO75,32.7,85.1922,196.6,35.7,93.4,85,16.3,11.8,352.1,9.3,408
SO76,25.8,86.2163,177.3,35.2,88.3,87.6,15.2,11.8,354.2,9.3,441.4
SO77,24.3,87.5642,205.4,34.5,79.7,88.8,11.5,11.7,350,9.4,437.3
SO78,26.9,86.6843,188.6,33.6,72.2,89.3,10.6,12.5,345.9,8.9,427.9
SO79,27.1,87.7784,169,33.8,70.6,82.8,11,11.8,340.6,9,440.8
SO80,24.5,79.7896,233,39.3,91.9,73.9,13.2,15.8,371,10.8,423.4
SO81,25.8,82.6313,224.4,40,104.1,75,16.9,16.3,369,11.4,455.3
SO82,21.9,84.7245,175,37.7,102.2,71.2,16.7,11.9,356.2,10.4,431.6
SO83,30.3,85.5731,161.9,36.3,100,76,17.4,11,358.5,9.4,423.8
SO84,33.2,85.9681,165.3,36.1,98.8,82.2,17.3,11.9,356.7,9.3,450.2
SO85,29.6,86.3891,177.9,36,95.4,82.8,17,11.7,354.8,9.4,481.2
SO86,27.3,87.1602,168.5,35.5,89.4,84.6,16.1,11.7,350.3,9.3,468
SO87,36.2,87.6774,174.7,34.9,83,89,14.6,12.5,346.2,9.6,470.2
SO88,42.8,87.7387,175.4,34.5,74,90.6,9.1,12.4,342.5,9.6,461
SO89,37,87.1839,164.4,35,70.3,90.7,7.4,12,336.6,9.3,449.2
SO90,29.1,78.5922,200.7,39.5,91.6,75.2,13.1,15.6,370.2,10.7,407.8
SO91,32.9,79.6042,226.9,39.6,94.7,78.5,13.7,15.9,370.9,10.9,429.4
SO92,29.3,81.4282,217.1,39.5,101.9,76.8,17.1,16.8,371.9,11.4,474.4
SO93,25.4,84.5279,180.3,38,100.1,74.9,17.1,13.3,359.3,10.4,448.5
SO94,29.5,84.9309,167.6,37.2,98.4,76.5,17.1,12.7,355.8,9.8,443.1
SO95,18.2,84.5804,165.7,36.8,95.3,76.5,16.4,12.1,351.4,9.6,447.9
SO96,33.5,86.4488,188.5,36.4,94.8,80.2,16.9,11.8,349.3,9.5,437.1
SO97,60.8,87.5964,191.8,35.3,85.5,96.2,12.8,13,342.3,9.7,469.7
SO98,57.1,87.6732,198.2,35.1,83.2,93.8,12.3,12.5,340.2,9.8,463
SO99,59.2,83.5558,190,34.6,74,110.4,11,14.7,314.8,11,456.5
SP00,25.9,79.1701,181.6,39.4,82.2,71.6,12.5,13.1,363.4,10.7,420.6
SP01,31.2,78.9373,194.2,39.4,93.6,76.9,13,15.5,359.8,10.7,424
SP02,35.2,79.7662,206.7,39.7,95.8,77.3,14.1,15.8,358.9,11,436
SP03,28.6,81.9798,182.1,39.1,100.6,77.7,17.2,16.9,369.5,11.5,437.1
SP04,25.3,83.8038,174.4,37.4,96.8,75.5,16.5,13.6,359.2,10.3,456
SP05,18.3,84.3361,173.7,36.8,94,76.8,15.8,12.6,351.5,9.7,455.4
SP06,56.6,86.3218,193.3,36.3,90.5,86.3,15.9,11.7,342.8,9.7,484.3
SP07,63.4,86.4277,203.8,35.6,90,101.4,10.6,13.8,337.5,10.4,478.5
SP08,60.1,86.1782,186.6,35.5,96,102.8,9.5,15,320.1,11.2,464.4
SP09,55.5,84.8228,175.9,34.8,89.8,110.3,10.6,15.9,313.7,11.1,458.8
SP10,24.3,81.8895,188.2,39.6,84.5,72.4,12.5,12.1,368.4,10.3,402.8
SP11,24.6,80.0019,196.7,39,88.8,70.5,12.8,13.5,338.8,10.4,424.9
SP12,37.8,81.1602,186.7,40.1,97.4,81.8,15.9,15.7,359.8,11,449.6
SP13,36.3,80.9677,195.2,39.7,98.1,81,15.8,16.1,355.2,10.7,460.3
SP14,20,80.734,168.7,38.2,97.4,75.1,15.9,14.8,359.3,10.6,435
SP15,24.6,83.0883,165.4,36.3,92.8,77.3,15.4,12.4,352.2,9.8,453.9
SP16,49.3,84.3367,179.1,37.7,85.6,88.8,13,14.5,341.3,9.5,450.9
SP17,59.8,85.0257,197.6,35.1,86.7,99.9,8.8,15.3,325.9,10.6,476.1
SP18,60.9,86.1376,178.3,34.3,95.2,105.3,9.5,16.2,321,11,464.4
SP19,54.9,87.784,173.2,31.4,100,99.6,10.7,15.4,306,10.8,465.5
SP20,35.1,84.8559,183.7,39.4,89.8,84.1,18,13.1,354.7,10.1,411.8
SP21,37.1,83.3442,186.5,39.1,95.9,83.4,19,14.3,360.2,10.2,411.5
SP22,38.9,83.4835,170,39,98.9,84.1,20.1,14.3,359.7,10.3,418.8
SP23,20.3,80.1567,173.9,39,85.3,73.8,11.8,13.4,353,9.2,425.3
SP24,20.2,80.6685,160.9,38.3,78.6,69.6,12.5,12.9,356.2,8.7,424.3
SP25,32.9,83.4416,164,37.4,91.3,77.8,15.8,12.7,356.3,9.6,443
SP26,48.3,84.3801,169.8,35.8,92.2,94,12.5,13.4,342.7,9.1,445.4
SP27,56.8,86.0897,183.6,33.9,85,101.3,9.9,15.4,314.9,10.5,460.7
SP28,59.8,84.8777,163.5,33.7,88.4,102.2,14.2,16.4,325,10.2,447.6
SP29,55.8,88.0168,155.4,33.9,87,102.9,10.9,14.7,304.9,11.6,439.6
SP30,47.3,86.5914,186.3,39,88.2,89.1,19.4,13.5,355.3,10.5,411.7
SP31,43.9,85.4811,208.1,39.1,93.1,90,21.2,13.8,339.8,12,444.4
SP32,43.6,83.9121,182.7,39.2,90.5,88.4,20.5,14.2,352.1,11.3,414
SP33,35.1,81.8459,172.1,39.1,87.6,78.5,14.3,13.7,331.7,9.5,416
SP34,20.4,80.9948,168.6,39,77.3,67.5,12.1,13.3,330.2,8.7,411
SP35,21.2,81.041,168,37.6,77.6,73.2,12.9,12.6,352.1,8.7,432
SP36,21.4,84.7685,167.9,35.5,73,73.4,12.3,12.2,337.8,8.6,448.7
SP37,57.8,87.0177,181.7,33.2,89.4,101.1,14.3,15.6,328.5,9.8,471.6
SP38,54,86.1506,175.2,34.2,80,93.7,12.6,14.1,308.1,10.6,464.5
SP39,53.4,87.9102,177.8,31.3,88.1,100.9,12.2,14.9,301.2,10.4,449.4
SP40,60.3,88.1827,219.6,39.7,97.9,98.9,21.3,13,355.4,14.5,436.5
SP41,45.8,86.9633,212.8,39.1,90.8,92.6,21.4,13.2,344.6,12.2,449.6
SP42,39.9,85.0258,189.8,39,82.5,88.9,19.1,13.4,346.4,10.7,410.1
SP43,34.2,84.6778,176.3,39.2,82.9,88.8,16.4,13.4,339.4,10.4,416.3
SP44,30.6,84.438,178.3,38.4,79.2,79.6,15.2,13.2,332.5,9.7,434.9
SP45,21.2,84.764,166.6,37.5,73.1,63.1,15,12.1,323.8,8.7,403.6
SP46,23.3,85.2699,163.3,34.7,75.4,64.7,12.9,12,332.7,8.6,407.3
SP47,30.7,85.3486,165.4,35.3,78,72.7,12.8,13,322.4,8.7,420.8
SP48,46.9,85.1553,162.5,33.9,86.8,98.7,12.3,14.1,314.9,8.7,404
SP49,53,82.3555,176.7,31.6,85.2,81.5,15.1,13.1,296.4,7.8,425.3
SP50,60.3,88.4161,226.8,40,98.7,99.9,21.4,14.1,360,15,439.3
SP51,44.5,87.2139,191.5,39.3,90.2,93.8,21.3,13.4,346.9,12.1,416.3
SP52,34.5,84.6244,193.1,39.2,81.4,88.6,17.3,13.8,354.8,10.3,435.4
SP53,17.4,81.2772,175.9,39.1,90.4,62.7,14.1,11.6,317.4,9,415.1
SP54,17.7,82.692,172.7,39.7,88.2,63.6,13.8,12.3,315.9,8.9,400.9
SP55,30.5,83.0903,169.2,37.6,73.7,75.4,15,12.5,337.2,8.8,401
SP56,14.6,83.7785,167.2,37.1,75,63.4,12.4,12.3,302.4,8.2,409.3
SP57,23.5,83.878,177.4,34,82.2,67.3,13.9,12.4,307.9,8.9,425.5
SP58,19.1,80.8871,148.5,35,79.6,70.9,15.3,11.3,296.9,7.6,392.8
SP59,46.5,82.0049,175.3,32.2,88.3,77.8,16.6,12.8,294.7,6.7,426.4
SP60,49.7,87.0095,202.3,39.6,90.5,95.5,20.5,13.7,349.3,13.2,393.5
SP61,32.6,85.554,219.7,39.3,89.3,91.4,16.3,13,345,10.9,428.1
SP62,21.8,85.0926,195.5,39,89.7,89.7,16,12.8,338.3,10.9,403.5
SP63,31.7,85.9289,188,38.8,81.4,90.9,16.4,13.3,335.6,10.5,407.2
SP64,20,82.9907,203.8,39.8,83.1,73.8,13.6,12.5,310,8.6,432.6
SP65,38.7,83.3522,165.6,39,70.8,65.6,13.3,12.5,316.8,9.7,395.7
SP66,17.5,81.9641,164.2,37.8,73.3,61.7,12.9,12,310.5,8.9,392.9
SP67,18.2,81.999,160.3,36.1,75.2,67.6,12.5,12.3,295,8.8,392
SP68,22.1,80.4214,148.5,35.7,75.7,68.8,14.2,11.8,287.1,7.1,383.9
SP69,25.8,80.9593,160.7,33.3,80.8,69.4,14.7,10.7,288.1,7.5,392.5
SP70,41.2,89.3827,215.6,40.7,85.7,93.4,18.1,14.9,364.3,11.8,390
SP71,21.8,83.5268,214.5,39.1,87.5,87.1,14.5,12.3,333.7,11,403
SP72,23.2,84.0488,214.1,38.7,85.4,84.4,14.6,12.7,330.6,10.2,409
SP73,21,85.1849,197,38.6,86.8,89.7,15.6,12.5,327.6,10.4,401.3
SP74,22.4,84.2098,179,37.4,85.6,64.4,13.9,11.9,319.2,9.6,409.7
SP75,10.3,85.4645,186.8,38.6,83.6,64.8,13.6,11.6,311.6,8.6,423.5
SP76,42.7,85.1917,200.5,35.2,88.1,85.7,13.5,12.3,320.5,10.5,446.1
SP77,18.9,82.3833,151.7,37.6,80.6,67.1,14.7,11.1,302.8,8.6,380.1
SP78,16.9,79.7235,158.3,33.6,77.1,67.9,14,11.6,308.7,8.9,385.9
SP79,20,77.6692,150.4,35.7,76.9,74.9,14.9,10.6,282.8,8.1,377.9
SP80,45,89.734,219.5,41.1,82.8,88.5,17.5,14.6,342.1,10.8,400.8
SP81,27.8,86.7696,216.1,40.1,86.1,77.7,17.4,12.9,330.6,10.4,398.3
SP82,23.2,86.7219,199,40.3,86.9,85.5,16.7,12.3,332.6,9.7,390.7
SP83,25.6,85.5257,208.5,37.5,88.9,90.2,17.2,12.7,327.9,10.3,438.3
SP84,23.9,84.9594,192.9,36.1,82,76.5,16.4,12.2,317.5,9.4,429.1
SP85,27.2,85.5723,169.8,35.2,80.1,68.7,16.5,12.4,322.4,9.4,402
SP86,27.8,85.1986,179.8,33.9,83.6,69,14.7,11.6,326.6,9.8,410.7
SP87,32.6,84.3374,155.7,34.1,84.6,74.8,13.3,11.9,325.7,9.6,398.9
SP88,33.3,84.2351,166.2,34.4,86.3,78.7,13.9,10.9,319.1,9,399.6
SP89,20,79.4188,156.9,35.4,82,69.1,13.7,11.6,291.1,8.5,376
SP90,43.4,90.3168,212.7,41.1,80.7,87.5,17.6,14,335,10.5,399.1
SP91,41.5,90.2738,210.4,40.5,87.8,84,17.7,14.2,333.1,10.3,394
SP92,41,93.0761,193.5,39.3,88.2,84.9,16.9,13,333.8,11.3,391.9
SP93,30.5,92.1661,196.7,36.7,86.2,83.6,16.3,12.7,337.2,10.8,403.7
SP94,19.7,84.9259,146.6,34.4,81.7,67.2,16.7,11.8,307.5,9.1,355.2
SP95,22.2,87.7926,150.7,34.4,85.2,69.3,15.9,12.6,307.7,9.5,366.7
SP96,25.3,86.4802,157.5,34,84.7,69.7,15.9,11.8,310.2,9.5,387
SP97,32.9,84.4574,148,34.2,88.4,77.5,14,11.9,331.3,9.6,375.3
SP98,31.4,82.6894,153,35.3,90.7,79.7,13.1,11.5,320,8.6,373.6
SP99,38.1,82.8225,151.9,36.6,91.1,87.4,13.7,12.5,329,8.8,379.3
SR89,62.3,76.9025,229.8,34.3,102.4,82.2,18,11.1,344.5,12.2,499.6
SR99,70.2,81.3553,251.7,34.4,106.4,88.1,18.2,13,350.2,13.5,468.9
SS09,60.9,79.2884,236.5,34.3,102.1,82.3,17.4,11.1,341,12.5,412.9
SS10,45.2,72.5993,242.8,38.3,63.4,73.3,13,9.4,286.4,11.6,494.7
SS11,46.6,66.4181,264.4,37.6,72.3,72.5,15.2,9.8,254.8,11.1,513.3
SS14,43.6,73.659,252.3,39.3,70.1,70,15.5,8.6,306.4,10.4,497
SS19,66,80.7703,261.1,34.5,107.1,85.9,17.6,12.4,349.1,13.6,478.2
SS20,61.5,78.5312,218.7,37.2,67.2,68.8,14.8,8.9,315.5,13.3,348.3
SS21,52.7,78.0337,225.2,35.8,58,69.3,14,8,285.8,11.5,329.1
SS22,49.8,78.7058,219,36.7,58.8,69.8,14.4,7.2,313.8,11.4,337.1
SS30,37.9,74.7586,215.4,34.8,47,66.3,15.5,7,299,8.5,335.4
SS31,49.5,75.4374,219.1,35.3,56.6,69.8,14.3,6.4,280.8,10.1,330.6
SS32,48.6,77.4585,222.1,36.6,56.7,70,14.1,6.6,296.7,11.3,336.1
SS38,54.8,57.8786,235.7,34.8,94.1,71.9,19.3,9.9,329.8,12.2,511.4
SS39,61.6,59.9832,235.4,34.7,100.7,81.2,17.1,10.5,349.8,12.7,510.1
SS40,46.5,75.6519,222.4,34.8,47.2,67.7,15.4,8.4,306.5,9.1,338.1
SS41,57.5,77.1998,216.3,35.4,57.4,72.4,14.8,8.8,322.3,10.8,330
SS42,59.2,81.3844,222.3,35.9,83.7,65.8,18.3,9.4,368.3,13.7,357
SS43,60.1,82.5191,255.5,34.7,101.9,75,18.2,9.3,370.2,14,496.9
SS44,70.7,82.3962,223.9,38.5,105.2,81.9,18.2,10.6,372.9,14.9,442.3
SS48,72.7,83.337,252.1,34.6,111.4,90.9,19,13.4,359.6,14.7,485.4
SS49,68.8,84.2622,243.1,34.5,107.3,90.6,18.9,12.5,350.8,14.6,507.9
SS50,37.8,75.8732,202.6,35.1,45.4,67.3,15.2,7.6,307.1,8.7,349.2
SS51,43.4,76.382,217.4,34.9,46.1,68.9,15,8.5,305.7,8.7,381.6
SS52,44.5,76.3738,212.6,35.6,50.6,67.9,15.6,8.4,311.8,8.3,396.5
SS53,56.2,82.142,214.8,37.9,82.2,66.8,18.4,9.2,355.7,13.7,431.4
SS54,46.9,82.3395,213.1,39.9,72.8,71.4,15.3,8.6,338.7,13.2,433.6
SS58,71.3,84.375,247.4,34.5,111.4,91.4,19.4,13.3,359.7,14.8,495.8
SS59,68.1,84.0271,247.6,34.5,106.3,90.5,19.4,12.1,349.3,14.6,495.1
SS60,35.6,76.3478,179.4,34.9,45.2,66.9,13.8,8.9,304.1,8.5,354.4
SS61,40,77.2925,210.8,35.2,47.5,67.4,13.5,7.4,307.1,8.6,379
SS62,30.1,76.7378,211,35.1,45.3,66.4,15.1,8.1,317.5,7.8,406
SS63,38,77.4949,213.9,36.2,51,66.7,13.5,3.8,307.3,8,423.3
SS64,45.2,80.7327,218.6,38.2,55.8,69.8,15.4,5.8,320,7.3,436.5
SS68,62.6,80.8462,249.1,34.9,110.5,89.7,18.6,12.8,369.5,14.9,512.2
SS69,68.4,83.7673,248.9,34.6,104.6,91.2,19.4,11.7,349.3,14.8,496.5
SS70,44.4,76.7383,178.9,34.6,46.5,64.1,14.4,10.1,332.4,8.6,362.5
SS71,31.1,76.6931,206.6,35.4,45.1,65.4,13.8,3.5,300.1,8.4,339.8
SS72,40.5,76.8645,209,35.7,49.2,67.1,15.4,5.7,298.6,7.7,418
SS73,42,78.4132,226.9,36.6,53.1,66.8,15,5.6,309.1,6.9,433.7
SS74,37.2,82.1303,261.9,37.8,54.3,66.5,15.3,5.3,325.1,8.1,462.5
SS75,32.7,74.2571,280.2,37.8,54.2,64.4,14.1,7.1,322.1,7.1,480.2
SS77,51.5,71.6744,252.2,35.3,98.8,69.4,18.3,8.9,367.9,13.2,522.1
SS78,67.6,84.7158,255.2,34.6,113.2,92.1,19,12,357.5,14.9,504.6
SS79,69.1,83.4368,249.8,34.7,107.5,92.2,20,12.3,350.6,14.7,497.6
SS80,49.5,77.6544,179.5,35.6,61.9,63.6,15.6,11.6,343.8,11.8,367.9
SS81,38.6,77.1548,194.8,35.3,48.8,66.5,13.2,5.4,304.6,8.1,410.3
SS82,42.7,77.5871,217.2,35.6,51.5,67.4,14.2,7.3,305.4,7.3,429
SS83,38.1,79.454,236.2,37.1,52.8,66.6,13.4,6.9,320.8,7,446.7
SS84,54.3,85.9604,262.1,39.3,77.5,70.8,17.9,8.6,353.7,11.1,469.7
SS87,63.9,84.4979,242.7,35.7,115.1,90.8,18.6,12.8,364.1,14.7,520.2
SS88,66.8,81.503,251.9,35,106.6,92.2,18.7,11.3,359.6,14.5,506
SS89,31.7,76.1919,279.2,31.1,63.8,71.9,11.7,5.3,292.1,8.2,426.4
SS90,35.3,78.99,169.6,37.3,69,69.3,15.1,11.8,346.9,13.7,385.5
SS91,35.7,78.8125,208.6,37.4,66.9,66.8,14.6,11.5,338.7,9.9,426.8
SS92,42.1,79.8747,223.1,38.8,66.3,71.6,14.8,10.7,336.8,8.8,438.1
SS93,37.5,80.548,228.1,39.1,61.8,67.8,15.7,10,333.7,8.8,457.1
SS94,46.6,86.1635,226.5,39.9,62.9,64.8,17.6,8.2,336.4,9.9,466.8
SS96,38.4,80.8924,212,39.1,98,58.2,17.4,9.1,341.4,12.4,479.2
SS97,25.8,82.7923,243,36.4,55.9,65.2,18.1,5.1,339.1,11.2,516.8
SS98,31.5,77.817,257,31.8,56.2,71.1,10.7,5.3,288.5,8.4,509
SS99,29.8,77.5205,285.7,30.8,65.6,74,11.6,5.2,280,7.8,410.2
ST00,75.8,80.2203,170,38.8,74,86.4,15.1,11.7,345.3,13.2,397.6
ST01,79.3,80.7909,218.7,38.9,79.5,84.9,15.7,12.8,361.1,16,459.8
ST02,69.5,80.6621,228.5,39.1,73.2,71,14.8,10.7,339.2,9.9,460.5
ST03,36.1,82.614,219.7,39.3,75.7,73.7,16.3,9.8,343.1,10,485
ST04,17.3,86.2659,180.6,41.4,78.1,70.9,14.6,8.3,316.7,11.7,411.5
ST06,40.4,86.7744,225.6,41.8,111.2,72.3,17.1,10.5,341.5,13.1,490.7
